Sukkot	festival
Douglas Hyde	from
Cearbhall Ó Dálaigh	served
Gene expression	process
Šarplaninac	shepherd
Théodore Chassériau	romantic
Tanystropheus	reptile
Yuryuzan	town
Sassuntsi-Davit Tank Regiment	separate
Sursk	town
Lipki	town
Lage	city
Venture capital	type
Irish Republic	used
Pulkkila	village
Emmental cheese	cheese
Emmental	part
2000 Pacific hurricane season	ongoing
2006 Pacific hurricane season	event
1997 Pacific hurricane season	yearly
1976 Pacific hurricane season	ongoing
Kronosaurus	species
Fermat number	positive
Blowup	drama
Team Fortress 2	multiplayer
Displacement vector	concept
IMVU	client
Nas	musician
Xerox	brand
Agneta Sjödin	television
Baroque	style
Éamon de Valera	dominant
Operetta	opera
Investiture	formal
Insignia	symbol
Irish War of Independence	fought
Bathurst 1000	race
South Atlantic tropical cyclone	unusual
Opera buffa	term
Mosbach	town
Melk Abbey	abbey
Walenstadt	city
Exhibitionism	tendency
Norman Rockwell	famous
Hugo Alvar Henrik Aalto	architect
Crook of Devon	village
Vaudeville	satirical
Capelle aan den IJssel	city
Poppy	flower
European Union member state	countries
Teutonic Knights	military
Renju	version
Nainital	town
Queen Anne's Revenge	name
Erskine Hamilton Childers	thriller
Irish Free State	name
Berber languages	group
Southern Ireland	twenty
Züsedom	village
Bankstown Bunker	base
Master Sword	sword
Coldplay	rock
Sleeping sickness	disease
P-51 Mustang	fighter
Airsoft	sport
MiG-15 Fagot	airplane
F-86 Sabre	fighter
MiG-21 Fishbed	airplane
Pantyhose	clothing
Tights	tight
North Hollywood shootout	gunfight
AR-15	assault
Timpani	drums
Tipton	town
Organic matter	matter
Mary Robinson	female
Trail of Tears	forced
Tropical cyclogenesis	meteorological
Devolution	giving
Laborschule Bielefeld	school
Doris Lessing	writer
Karbala	city
Washington State University	state
F-8 Crusader	fighter
A-7 Corsair II	attack
F-4 Phantom II	bomber
Tengu	group
John McCain	from
Oregano	species
Origanum	genus
Basil	plant
Cockapoo	hybrid
Western European Union	defence
Guy Fawkes Night	festival
Joaquín Sorolla	painter
Laienspiegel	book
Berlin Blockade	from
Francisco Herrera the Younger	painter
Anna Göldi	person
Neue Zürcher Zeitung	daily
KOffice	free
Donkey vote	where
No Doubt	third
Matchbox Twenty	alternative
Transperth	name
Silverchair	rock
Avet Terterian	leading
Bob Denard	mercenary
Eutheria	taxonomical
Cetartiodactyla	taxonomical
President of the Republic of Poland	president
David Silverman	animator
Bill Kopp	animator
Bergkamen	town
John Bunyan	tinker
Newport Pagnell	town
Mayak accident	nuclear
Radiation poisoning	form
Induno Olona	city
Swordfish	fish
Carreño de Miranda	painter
Tynwald	second
Gotha	town
Igrejinha	city
Intolerable Acts	were
Mike Zambidis	kickboxer
Indo-Greek Kingdom	parts
Mirage 2000	multirole
Hugo Award	award
Schlenkerla	famous
Gabelmann	statue
Lübeck law	charters
Bamberg Cathedral	most
Hypothalamus	gland
Ahmednagar	city
F-14 Tomcat	fighter
F-16 Fighting Falcon	light
M1 Garand	rifle
Dark Horse Comics	company
Ernst Theodor Amadeus Hoffmann	writer
Fuel cell	hydrogen
Jogging	running
Birdwatching	birding
East Berlin	name
Württemberg-Baden	states
Württemberg-Hohenzollern	states
Noraduz cemetery	medieval
Delfzijl	town
Spandau	westernmost
Peterborough	city
TSV Schwieberdingen	football
Schwieberdingen	city
Parking	vehicle
Horsham	market
Lemgo	city
Kit Cat Clock	deco
Santiago Rusiñol	naturalist
Alfons Schuhbeck	born
Skatval	village
Gefjun	mythology
Stade de France	stadium
Melbourne Cricket Ground	australian
Tanning	process
Romanesque architecture	term
Bypass	have
Berlin-Mitte	most
The Beyoncé Experience	worldwide
DNA polymerase	body
Recep Tayyip Erdoğan	prime
Abu Talib	uncle
Doom 2	sequel
Samaná Bay	northeast
Halibut	kind
Ornithischia	order
Miss Earth	beauty
Krauchthal	village
Inquisition	name
Lahore	second
Peshawar	city
Aldeburgh Festival	arts
Peter Pears	tenor
Sarcopterygii	taxonomical
Actinopterygii	taxonomical
Extended play	name
Millennium Stadium	football
The Happy Mondays	alternative
Adidas	sports
Joy Division	rock
Bernard Sumner	singer
Chorlton-on-Medlock	district
Ultimate Fighting Championship	mixed
Chorlton-cum-Hardy	southern
Wokingham	town
California wildfires of October 2007	more
Parasaurolophus	genus
Thai boxing	combat
Carrefour	hypermarket
Free City of Danzig	self
Moisture	means
Marta Colvin	sculptor
Bárbara of Portugal	princess
Mallard	best
Yankee Stadium	baseball
Greater Hesse	part
Mioriţa	ballad
Muzio Clementi	composer
Chromatography	substances
Saxe-Coburg-Saalfeld	duchies
Sonora	state
Baja California	state
Vikidia	encyclopedia
Ciara	professionally
Mykolaiv	translit
Akkad	ancient
Faisal Mosque	mosque
Gilgit	capital
Bartolomeo Tromboncino	composer
De jure	language
Boy George	rock
Bon Jovi	rock
Pervez Musharraf	twelfth
Bas-relief	sort
The Crucible	play
Rush Limbaugh	radio
Second Life	online
Ford Falcon	made
Hoboken	southern
Franz Josef Strauß	politician
German TV	television
American Bison	bovine
Tigranakert	city
Ground fighting	hand
CLIMAX	said
1972 Pacific hurricane season	east
1970 Pacific hurricane season	east
2003 Pacific hurricane season	unusually
1995 Pacific hurricane season	least
1992 Pacific hurricane season	most
Santa Cruz River	river
Video CD	CD
Boston Red Sox	baseball
Beyoncé The Ultimate Performer	artist
Slaithwaite	village
Kaaba	cube
Awadhi	language
Westdeutscher Rundfunk	institution
Deutsche Welle	broadcaster
Guildford Dudley	husband
F-22 Raptor	fighter
Edomites	ancient
Fabaceae	systematic
Friedrich Ebert	politician
Walter Simons	politician
Petr Eben	composer
Totalitarianism	way
Gothic metal	fusion
Lüneburg	city
Arabic alphabet	alphabet
Brandenburg Gate	symbols
Lake Urmia	salt
Giuseppe Piazzi	astronomer
Gnathostomata	group
Niger River	river
.ml	country
French Sudan	colony
Cunnilingus	another
Agnatha	paraphyletic
Henry Cavendish	scientist
Tyne and Wear	metropolitan
Osteichthyes	taxonomic
Chondrichthyes	cartilaginous
Alexey Ekimyan	famous
Mikael Tariverdiev	prominent
Bergen	second
Winchester	city
2 Pallas	asteroid
Hydrostatic equilibrium	when
Basalt	gray
Aswan	city
Carl Barks	famous
Ripon	cathedral
Sénégal River	river
Diprotodontia	order
Live in Atlanta	performing
Proboscidea	order
Adrar des Ifoghas	sandstone
Kokoreç	meal
Johann Christian Bach	composer
Pelycosaur	were
Toccata	title
Internal medicine	branch
City status in the United Kingdom	granted
P-38 Lightning	fighter
Osmosis	movement
MiG-17 Fresco	fighter
Mikoyan	company
Sol Invictus	more
Lares	were
Charter Trustees	area
Quirinus	state
Jet aircraft	aircraft
Egypt-Israel Peace Treaty	saying
Downtown	word
IEEE 802.11	name
Wireless LAN	Network
Bluetooth	protocol
Noraduz	site
Hominidae	which
Acropolis of Athens	most
Toki Pona	constructed
Canadian Hurricane Centre	agency
Extrusive	mode
Radiation pressure	pressure
Ca-Al-rich inclusions	centimeter
Socialist Reich Party	political
Deutsche Reichspartei	nationalist
Fukuoka Prefecture	area
Regierender Bürgermeister	head
Alice in Chains	band
Oi! Oi! Oi!	song
Cockney Rejects	band
Suidae	family
The Nutcracker	fairy
Kingdom of Sophene	ancient
Lady Katherine Grey	sister
Elongation	term
Ophiuchus	listed
Scorpius	constellations
George Boleyn	brother
Tsitsernakaberd	memorial
Mary Boleyn	elder
Remembrance Day	remember
Leona Lewis	singer
Trinny Woodall	expert
Anna Wintour	editor
Kingdom of Saxony	existed
Commedia dell' arte	form
Saxe-Meiningen	duchies
Eilenburg	town
The Misfits	punk
Vistula	longest
Sunnah	word
Al-Aqsa Mosque	mosque
Dario Chioli	poet
Dwight Hicks	born
Angular size	measurement
House Sparrow	member
Robin Olds	member
Lady Mary Grey	sister
German-speaking Community of Belgium	three
Carpathian Mountains	eastern
Squamata	order
Pingu	cartoon
Frank Wells	former
Dawn French	comedian
Port-au-Prince	capital
Hameln	city
MiG-25 Foxbat	fast
Orbital eccentricity	much
Julian day	days
Amadou Toumani Touré	president
Ghana Empire	what
Mali Empire	west
Timbuktu	city
Jeanne Demessieux	organist
Scientology	type
Mike Gravel	politician
Iva Zanicchi	italian
North German Confederation	military
MiG Alley	War
NetBackup	data
Inclination	angle
101	year
Continental drift	theory
Saxe-Altenburg	duchies
Jakten på Billie Jo	reality
Sri Maha Bodhi	tree
Dolores Hope	singer
Capybara	semi
Lycopene	pigment
Housefly	occurring
1950-1969 Pacific hurricane seasons	began
House of Windsor	each
Jocelyne Saab	journalist
Ulva	island
Sugar Ray Robinson	boxer
Maple	genus
Tilde Fröling	television
Marie Picasso	reality
Reuters	agency
Associated Press	news
BBC News	free
Saxe-Jena	duchies
Saxe-Weimar-Eisenach	created
Popstars	reality
Nicole Scherzinger	actress
Girls Aloud	girl
Wulfila Bible	translation
Plague of Athens	epidemic
Peloponnesian War	military
Saxe-Gotha-Altenburg	acountry
Thucydides	ancient
Piraeus	city
Rhône	river
Rhone	which
Luis Egidio Meléndez	painter
Saxe-Hildburghausen	duchies
House of Wettin	kings
Angelic Upstarts	anti
Anti-fascism	opposition
Historiography	about
Breinigerberg	village
Recording	capture
Microform	name
Digital signal	mean
Pneumatics	pressurized
Saxe-Gotha	state
Seafloor spreading	movement
Emily Greene Balch	shared
Chiara Zanni	actress
Raccoon	widespread
Time server	computer
Laura Prepon	actress
Melina Perez	ring
Rosetta Stone	stone
Espresso	coffee
Damson	kind
Half-time	name
Fluid mechanics	study
Fluid statics	science
Meroë	name
Saxe-Eisenach	duchies
Mirage III	fighter
Nickel Creek	acoustic
Six-Day War	war
Eumetazoa	clade
Bilateria	animals
Continuum mechanics	branch
Oceanic crust	lithosphere
Shift work	working
Étang Saumâtre	largest
F6F Hellcat	fighter
A6M Zero	fighter
CONCACAF Champions' Cup	football
Mali Federation	country
Value Added Tax	called
Saxe-Coburg	country
Saxe-Coburg-Eisenach	short
Tom and Jerry Kids Show	television
Hannelore Kohl	wife
Walter Scheel	politician
X Window System	protocols
Mammaliaformes	clade
Raghu Vira	linguist
Rajeev Kumar	famous
Gamma-Hydroxybutyric acid	drug
Reichsmark	currency
Co-operative Party	socialist
Wild Weasel	Force
F-105 Thunderchief	bomber
Labour Co-operative	name
Postal code	series
Bethlehem Housing Authority	housing
Georges Auric	composer
Die Linke	political
Louis Durey	composer
Tom and Jerry in House Trap	video
Arthur Honegger	composer
Darius Milhaud	composer
Saône	river
Hereford	city
Trondheim Region	statistical
Christine Teipel	child
Lithuanian litas	currency
Duduk	woodwind
Droopy Dog	cartoon
Iraqi Kurdistan	partial
Biohazzard Records	based
Arbil	city
Ruhr Area	urban
Iraqi dinar	currency
Massoud Barzani	president
Nechervan Idris Barzani	been
Lebanese Civil War	conflict
Mosul	city
Mayonnaise	thick
Francis Poulenc	composer
Germaine Tailleferre	composer
Kimbo Slice	mixed
Pangaea	continent
Fatah	nationalist
Balkh	city
Hessischer Rundfunk	television
Coruscant	fictional
Digital Video Broadcasting	series
Linguine	form
Pointe shoes	shoes
Brussels-Capital Region	three
Vaishali	city
Licchavi	ancient
Republicanism	ideology
Tabriz	largest
Prosper Mérimée	writer
Birth defect	say
Scrambled eggs	dish
Elizabeth of Bohemia	born
TAM Airlines	airline
Natalee Holloway	from
Steropodontidae	monotremes
Kollikodon	fossil
Teinolophos	prehistoric
Curtiss P-40	aircraft
Flying Tigers	group
Shusha	town
Doritos	brand
Mount Silverthrone	wide
AIM-9 Sidewinder	short
Liberty	condition
Dignity	humans
Islam	name
United States	states
Helen Keller	writer
Connotation	meaning
Margrave	nobleman
Meppel	town
Diego Velázquez de Cuéllar	soldier
Victoria Silvstedt	fashion
Meredith Monroe	actress
Pernilla Wiberg	most
Ebba von Sydow	journalist
Howard University	college
Seth MacFarlane	creator
Tanuki	word
Phoenicia	civilization
Seattle Seahawks	football
Salisbury	city
Jan Ullrich	retired
Burj el-Barajneh	earlier
Coelacanth	fish
Norwegian Refugee Council	organisation
Euphemism	one
Boscobel House	house
Wismar	town
Dysphemism	usage
Prose	writing
Cormorant	family
Hong Kong Island	island
Communist Party of China	dominant
Tatar language	language
Medici	family
Giordano Bruno	philosopher
Shalom	word
Villa Gordiani	park
Massachusetts Bay Colony	town
Georg Büchner Prize	most
The Christian Community	denomination
Flag of Iraqi Kurdistan	three
Vector graphics	type
Georg Büchner	dramatist
Ludwig Büchner	philosopher
Cincinnati Reds	baseball
Josh Beckett	starting
Adam Dunn	baseball
Raster graphics	ways
Postscript	programming
Horse Chestnut	deciduous
Francisco Pizarro	marqu
Bingo	game
Nine	number
Hurling	outdoor
Tu-95 Bear	bomber
Sarah Bernhardt	stage
Camogie	team
Rounders	sport
Gaelic Athletic Association	organisation
Gaelic handball	game
Fives	sport
Miami Heat	team
Jeu de paume	game
Valencian	historical
Valencian pilota	handball
Frisian handball	sport
Longue paume	outdoor
Pallone	name
Pellet	term
Rapid deepening	condition
Doppler radar	effect
Horseshoe crab	benthic
Atlantic hurricane	cyclone
Dry Tortugas	group
Florida Keys	archipelago
Climatology	study
Fiona Apple	musician
Tanakh	acronym
Egyptology	study
Lichfield	city
Kanal 5	television
Decadence	way
Castleton	village
Los Angeles Lakers	team
P-47 Thunderbolt	fighter
Michelle Williams	refer
Humus	described
Queen's Counsel	during
Pedogenesis	soil
Eleven	number
Twelve	number
Fourteen	number
Fifteen	number
Sixteen	number
Weathering	decomposition
Soil classification	soils
English country house	house
MS Explorer	cruise
Calcite	most
Calcium carbonate	chemical
Moorland	habitat
Nearctic	eight
Lockerbie	Scotland
Castration	action
Bureaucracy	typical
Anzère	village
Sierre	capital
Pennine Alps	mountain
Bernese Alps	group
Valais	cantons
Mattertal	valley
Zermatt	municipality
Ajax the Lesser	hero
Crow	birds
Visp	capital
Conthey	capital
Santeri Palin	poet
Sembrancher	capital
Münster-Geschinen	capital
Microbiotheria	order
Goat Rock Beach	beach
Sea lion	pinniped
Greywacke	type
Carmina Burana	name
Dasyuridae	family
Mohammed Zahir Shah	reigning
Thurgau	northeast
Graubünden	biggest
Nidwalden	canton
Schaffhausen	city
Obwalden	canton
French Community	body
Usury	extortionate
Acoustic music	music
Bluegrass music	form
Leuk	municipality
Raron	capital
Shavo Odadjian	bassist
Aspartame	artificial
Saccharin	sweetener
Isomalt	natural
Xavier Rudd	musician
Nicolás de Ovando	soldier
Abelsonite	mineral
Abernathyite	mineral
Abhurite	mineral
Animal Liberation Orchestra	rock
Leftover Salmon	rock
Internet meme	something
Morris Gleitzman	most
Coaxial cable	electrical
Abswurmbachite	black
Acanthite	mineral
Seven Lucky Gods	refer
Acetamide	mineral
Seventeen	number
Pectin	food
Pectobacterium carotovorum	shaped
Jesus with erection	picture
Giovanni Guaita	historian
P-39 Airacobra	fighter
Air Canada	largest
Actinolite	mineral
Florida Panhandle	region
Cesc Fàbregas	footballer
Brett Lee	cricketer
Medal of Honor	highest
Asynchronous Transfer Mode	protocols
Blood type	blood
Trance music	kind
Acuminite	mineral
Warthog	nonetheless
Silt	rock
Adamite	mineral
Eighteen	number
Nineteen	number
Twenty-one	number
Proxima Centauri	star
Twenty-two	number
Twenty-three	number
Adelite	mineral
Matterhorn	perhaps
Erik Satie	died
Dryopteridaceae	ferns
Virginia Opossum	called
Twenty-four	number
Twenty-five	number
Passo de Camaragibe	municipality
Radlin	town
Chichester	cathedral
Admontite	mineral
Hydrology	study
Hurricane Camille	third
Leonid Azkaldian	physicist
Central United States	conceived
Côte-Nord	second
Saguenay-Lac-Saint-Jean	region
Bayerischer Rundfunk	radio
Asian Elephant	elephant
Chewing gum	type
Herat	second
Nguyen Hue	emperor
MiG-29 Fulcrum	fighter
Bedouin	live
Twenty-six	number
Twenty-seven	number
Twenty-eight	number
Twenty-nine	number
Thirty-one	number
Thirty-two	number
Thirty-three	number
Thirty-four	number
Thirty-five	number
Thirty-six	number
Thirty-seven	number
Pokédex	tool
Jewitchery	modern
Borat Sagdiyev	fictional
Dermatology	medicine
Thirty-eight	number
Thirty-nine	number
Forty-one	number
Forty-two	number
Forty-three	number
Forty-four	number
Forty-five	number
Forty-six	number
Russian River	largest
Forty-seven	number
Hurricane Katrina tornado outbreak	tornado
Max Mayfield	meteorologist
C-5 Galaxy	military
Hurricane Betsy	hurricane
Poultry	group
Forty-eight	number
Forty-nine	number
Fifty-one	number
Fifty-three	number
Fifty-two	number
Fifty-four	number
Fifty-five	number
Mandrill	most
Carburization	process
Fifty-six	number
Dresden University of Technology	largest
Fifty-seven	number
Fifty-eight	number
Fifty-nine	number
Jenner, California	town
Jenner Beach	beach
Sixty-one	number
Sixty-seven	number
Sixty-two	number
Sixty-three	number
Sixty-four	number
Sixty-five	number
Sixty-six	number
Tropical Upper Tropospheric Trough	trough
Leeward Islands	northern
Sixty-eight	number
Sixty-nine	number
Saint Martin	tropical
Antigua	island
Seventy-one	number
Vorticity	mathematical
Barbuda	island
Émile Durkheim	sociologist
Popcorn	snack
SBD Dauntless	dive
John Bardeen	physicist
Cape Verde-type hurricane	hurricane
Windward Islands	southern
Tzitzernavank Monastery	monastery
Mariner 10	robotic
Fender	company
Myra	ancient
European Article Number	barcodes
Mochi	type
Pity	emotion
ZIP code	system
Eastern European Time	names
Mount Thor	mountain
Waluigi	character
Vestfold	county
Buskerud	counties
Telemark	county
Akershus	nineteen
Compacted oxide layer glaze	shiny
Steckborn	municipality
Frauenfeld	capital
Kreuzlingen	municipality
Weinfelden	municipality
Bernardino de Sahagún	missionary
Leopoldo Alas	realist
Manchukuo	puppet
Denial of the Armenian Genocide	assertion
Transfer chess	version
Harry Kewell	football
Maiasaura	plant
Bait	used
S/2007 S 2	unnamed
Santee River	river
Utahraptor	predator
Albertosaurus	relative
S/2004 S 13	moon
1450	year
Yippee	documentary
Vung Tau	city
Media Access Control	code
Arabic Wikipedia	language
French Wikipedia	language
German Wikipedia	language
S/2006 S 1	unnamed
S/2004 S 17	unnamed
S/2004 S 12	unnamed
S/2007 S 3	unnamed
S/2004 S 7	unnamed
Beckenried	municipality
Buochs	municipality
S/2006 S 3	unnamed
Almens	municipality
Bernese Jura	part
Alvaneu	municipality
Birgisch	municipality
Eggerberg	municipality
Mund	municipality
Dallenwil	municipality
Emmetten	municipality
Ennetbürgen	municipality
Ennetmoos	municipality
Sari	capital
Rasht	capital
Mazandaran	province
West Berlin	name
Su-27 Flanker	fighter
Friedrich Wilhelm Murnau	most
Giganotosaurus	biggest
Eoraptor	earliest
Expressionism	kind
Suchomimus	fish
Checkpoint Charlie	three
Whisky	alcoholic
Amanda Jenssen	runner
Italian Wikipedia	edition
Quraysh	dominant
Sura	term
Hertha BSC Berlin	football
Battle of Uhud	fought
Battle of Badr	fought
Military tactics	techniques
Hergiswil	municipality
Stans	capital
Stansstad	municipality
Wolfenschiessen	municipality
Bischofszell	municipality
Diessenhofen	municipality
Arbon	municipality
Aadorf	municipality
Affeltrangen	municipality
Altnau	municipality
Amlikon-Bissegg	municipality
Amriswil	municipality
Betschwanden	municipality
Chert	rock
Mendrisio	municipality
Coldrerio	municipality
Franciscan Assemblage	geology
Genestrerio	municipality
Blind Beach	beach
Goat Beach	beach
Sonoma Coast State Beach	string
Aarberg	municipality
Coast Miwok	tribe
Pomo	tribe
André-Marie Ampère	physicist
Naters	municipality
Ried-Brig	municipality
Simplon	municipality
Fiberglass	material
Fibre	materials
Glass-reinforced plastic	composite
Carbon fiber reinforced plastic	light
Carbon fiber	fibre
Enrico Fermi	physicist
Surveying	technique
Oskar Lafontaine	left
Charlottenburg-Wilmersdorf	borough
Friedrichshain-Kreuzberg	borough
Proteaceae	family
Marzahn-Hellersdorf	boroughs
Neukölln	borough
Pankow	borough
Reinickendorf	borough
Steglitz-Zehlendorf	borough
Volvo	truck
Tempelhof-Schöneberg	borough
Treptow-Köpenick	borough
Platanaceae	family
Microsoft Office Online	website
Visual Studio Tools for Office	product
Karl Dönitz	naval
William Lassell	astronomer
Roche limit	referred
MiG-19 Farmer	fighter
1162 Larissa	outer
Camille Flammarion	astronomer
Johann Gottfried Galle	astronomer
Voyager program	space
Neptune Trojan	object
Edward Guinan	professor
Adaptive optics	technology
Optical depth	measure
English free settlers	people
Lichtenberg	borough
Bilten	municipality
Braunwald	municipality
Engi	municipality
Ennenda	municipality
Filzbach	municipality
Haslen	municipality
Linthal	municipality
Luchsingen	municipality
Agno	municipality
Airolo	municipality
Alto Malcantone	municipality
Balerna	municipality
Castel San Pietro	municipality
Chiasso	municipality
Morbio Inferiore	municipality
Caneggio	municipality
Cabbio	municipality
Vacallo	municipality
Sagno	municipality
Chuck Norris	karate
Stephen	and
Aarau	capital
Aarburg	municipality
Ammerswil	municipality
Edict of Milan	letter
Aristau	municipality
Religious toleration	that
Attelwil	municipality
Ernest Shackleton	explorer
Anzonico	municipality
Aranno	municipality
Basadingen-Schlattingen	municipality
Stanisław Wyspiański	writer
Eustreptospondylus	megalosaurid
Megaraptor	terrifying
7 Iris	belt
3 Juno	catalogue
6 Hebe	belt
Dupatta	scarf
Kurt Weill	composer
S/2000 J 11	farthest
French press	machine
Camptosaurus	plant
Rust Belt	area
Pax Romana	time
Bettwiesen	municipality
Bichelsee-Balterswil	municipality
Birwinken	municipality
Bottighofen	municipality
Bussnang	municipality
Piltdown Man	once
Dozwil	municipality
Egnach	municipality
Erlen	municipality
Ermatingen	municipality
Eschenz	municipality
Eschlikon	municipality
Felben-Wellhausen	municipality
Gachnang	municipality
Gottlieben	municipality
Güttingen	municipality
Count Olaf	principal
Warhammer 40,000	called
Hauptwil-Gottshaus	municipality
Hefenhofen	municipality
Herdern	municipality
Hohentannen	municipality
Termen	municipality
Zwischbergen	municipality
Daspletosaurus	dinosaur
1447	year
Mitte	most
Groß-Berlin	created
Pardon	what
Sean Watkins	guitarist
Sara Watkins	violinist
Pterodaustro	pterosaur
Dsungaripterus	pterosaur
Kalli Raptis	worked
Joe Grant	famous
Garth Brooks	country
Baden	historical
Color	colour
Hüttwilen	municipality
Kemmental	municipality
Kesswil	municipality
Kradolf-Schönenberg	municipality
Langrickenbach	municipality
Lengwil	municipality
Mitsubishi Model A	built
Galilean moons	four
Passion cantata	cantata
Aberdeen Grammar School	twelve
Wireless Application Protocol	protocol
Himalia group	Jupiter
SOS	code
Naturalization	when
Semaphore	installation
Ananke group	Jupiter
Carme group	Jupiter
Alexis Bouvard	astronomer
George Biddell Airy	mathematician
Pasiphaë group	Jupiter
Rashomon	film
James Challis	clergyman
Heinrich Louis d'Arrest	astronomer
Berlin Observatory	origins
Astronomer Royal	senior
Royal Observatory, Greenwich	commissioned
Carnosauria	infraclass
Lake Pontchartrain	brackish
Project Runway	reality
Lommis	municipality
Mammern	municipality
Märstetten	municipality
Matzingen	municipality
Münsterlingen	municipality
Neunforn	municipality
Pfyn	municipality
Raperswilen	municipality
Roggwil	municipality
Romanshorn	municipality
Franconian Dialect	dialect
Tübingen	city
Salenstein	municipality
Salmsach	municipality
Schlatt bei Diessenhofen	municipality
Schönholzerswilen	municipality
Sirnach	municipality
Sommeri	municipality
Stettfurt	municipality
Sulgen	municipality
Tom and Jerry Tales	animated
Ragıp Zarakolu	publisher
Heidi Klum	model
Ceratosauria	dinosaurs
Uzi	type
Escape the Fate	post
Post-hardcore	genre
Mellotron	musical
Bayernliga	highest
Gavialidae	family
Prime lens	lens
Aperture	hole
Vyankatesh Madgulkar	most
The Ren and Stimpy Show	cartoon
135 film	film
European Charter for Regional or Minority Languages	treaty
Finger Eleven	rock
Grand Duchy of Hesse	state
The 20 Hunchakian gallows	name
1998 FIFA World Cup	event
1994 FIFA World Cup	event
1990 FIFA World Cup	event
Cabo Engaño	cape
Tantra	tantricism
Sorbs	people
Almazán	city
Ratnasambhava	five
Mandala	symbol
Joanot Martorell	author
St Albans	urban
Peripheral equipment	equipment
Marshall Plan	plan
Gaspar Melchor de Jovellanos	neoclassical
Empire State Building	skyscraper
Felanitx	east
Hurricane Noel	fourteenth
Top Chef	television
Cozumel	island
Cape Romano	cape
Dvorak technique	widely
Grand Cayman	largest
Tägerwilen	municipality
Tobel-Tägerschen	municipality
Uesslingen-Buch	municipality
5 Astraea	belt
Fred and George Weasley	characters
Nanyang Technological University	research
ThaMuseMeant	folk
Uttwil	municipality
8 Flora	bright
Central Nacional de Televisão	television
Geophysical Fluid Dynamics Laboratory	laboratory
Puerto Morelos	town
Cabo Catoche	state
Hurricane Ivan	strongest
9 Metis	biggest
East Sussex	county
10 Hygiea	fourth
Karl Carstens	politician
Rena Sinakin	singer
Amarna	located
Chairman	someone
Saleisha Stowers	winner
Isaac Albéniz	composer
Tyra Banks	supermodel
Prime Minister of France	person
1986 FIFA World Cup	event
Tobago	islands
Saharan Air Layer	intensely
Portland Point	southernmost
Yucatán Channel	strait
Guanahacabibes Peninsula	western
Mobile Bay	inlet
Delmarva Peninsula	peninsula
Hurricane Beulah	through
1930 FIFA World Cup	event
1934 FIFA World Cup	event
1938 FIFA World Cup	event
1950 FIFA World Cup	event
1954 FIFA World Cup	event
1958 FIFA World Cup	event
1962 FIFA World Cup	event
1970 FIFA World Cup	event
1974 FIFA World Cup	event
1978 FIFA World Cup	event
Wayland	blacksmiths
1982 FIFA World Cup	event
Penance	repentance
Repentance	sin
11 Parthenope	bright
Southern All Stars	rock
12 Victoria	belt
Asian Kung-Fu Generation	band
Agamidae	scaled
13 Egeria	belt
Arashi	five
Kobukuro	male
Home Made Kazoku	band
Ai Kawashima	singer
Greeeen	japanese
Cocco	singer
Bonnie Pink	singer
Aya Matsuura	female
RADWIMPS	rock
Aqua Timez	band
14 Irene	belt
2007 Formula One season	edition
2006 Formula One season	edition
2005 Formula One season	edition
2004 Formula One season	edition
2003 Formula One season	edition
2002 Formula One season	edition
2001 Formula One season	edition
2000 Formula One season	edition
1999 Formula One season	edition
1998 Formula One season	edition
1997 Formula One season	edition
1996 Formula One season	edition
1995 Formula One season	edition
1994 Formula One season	edition
1993 Formula One season	edition
1992 Formula One season	edition
1991 Formula One season	edition
1990 Formula One season	edition
1950 Formula One season	edition
1951 Formula One season	second
1952 Formula One season	third
1953 Formula One season	championship
1954 Formula One season	edition
1955 Formula One season	championship
1956 Formula One season	championship
1957 Formula One season	championship
1958 Formula One season	championship
1959 Formula One season	championship
1960 Formula One season	championship
1961 Formula One season	crowned
1962 Formula One season	crowned
1963 Formula One season	champion
1964 Formula One season	champion
1965 Formula One season	champion
1966 Formula One season	champion
1967 Formula One season	champion
1968 Formula One season	champion
1969 Formula One season	champion
1970 Formula One season	champion
1971 Formula One season	champion
1972 Formula One season	champion
1973 Formula One season	champion
1974 Formula One season	champion
1975 Formula One season	crowned
1976 Formula One season	champion
1977 Formula One season	champion
1978 Formula One season	champion
1979 Formula One season	champion
1980 Formula One season	championship
1981 Formula One season	championship
1982 Formula One season	championship
1983 Formula One season	championship
1984 Formula One season	championship
1985 Formula One season	championship
1986 Formula One season	championship
1987 Formula One season	championship
1988 Formula One season	championship
1989 Formula One season	championship
Qi Yuwu	television
Nigel Barker	fashion
Petronas Twin Towers	tall
Transmitter	electronic
Layla	song
Antonio de Cabezón	composer
Glosa	term
15 Eunomia	asteroid
16 Psyche	belt
Mid-Atlantic States	States
San Luis Pass	strait
17 Thetis	belt
18 Melpomene	bright
19 Fortuna	biggest
20 Massalia	fairly
21 Lutetia	belt
22 Kalliope	belt
Contact	touch
23 Thalia	belt
24 Themis	biggest
Erich Honecker	politician
25 Phocaea	belt
26 Proserpina	belt
Notre Dame	name
Bayeux Cathedral	cathedral
Coelurosauria	defined
Maniraptora	dinosaurs
IEEE 802.1X	port
Tagged Image File Format	container
Camino	free
Pixels per inch	pixel
Safari	browser
Netscape Navigator	closed
English literature	writers
Auguste Escoffier	chef
27 Euterpe	belt
28 Bellona	belt
29 Amphitrite	biggest
30 Urania	belt
31 Euphrosyne	biggest
32 Pomona	belt
